articleID,url,title,createTime,positive_total,negative_total,total,positive_percent,negative_percent
780,https://www.mobile01.com/topicdetail.php?f=454&t=5857253,六張黎站到內湖上班,2019-07-28 18:33,1,2,3,0.3333333333333333,0.6666666666666666
781,https://www.mobile01.com/topicdetail.php?f=454&t=5855806,台北市版實價登錄2.0,2019-07-26 19:28,0,1,1,0.0,1.0
782,https://www.mobile01.com/topicdetail.php?f=454&t=5851877,房子出租給別人 會保火災地震險嗎？,2019-07-22 10:22,2,6,8,0.25,0.75
783,https://www.mobile01.com/topicdetail.php?f=454&t=5851491,刪除,2019-07-21 19:32,1,0,1,1.0,0.0
784,https://www.mobile01.com/topicdetail.php?f=454&t=5804450,有人知道達永秋鄉這個案子嗎？,2019-05-27 15:42,2,2,4,0.5,0.5
785,https://www.mobile01.com/topicdetail.php?f=454&t=961810,有人瞭解內湖新明路i-come建案嗎,2009-03-03 14:26,16,16,32,0.5,0.5
786,https://www.mobile01.com/topicdetail.php?f=454&t=1615662,真的生氣了.........,2010-06-22 14:36,17,24,41,0.4146341463414634,0.5853658536585366
787,https://www.mobile01.com/topicdetail.php?f=454&t=5842827,請問關於抓漏費用,2019-07-11 14:23,3,2,5,0.6,0.4
788,https://www.mobile01.com/topicdetail.php?f=454&t=5841082,"使用分區看不懂,請大佬幫忙",2019-07-09 14:55,2,2,4,0.5,0.5
789,https://www.mobile01.com/topicdetail.php?f=454&t=4594780,合建成屋分配比例,2015-11-03 16:17,14,10,24,0.5833333333333334,0.4166666666666667
790,https://www.mobile01.com/topicdetail.php?f=454&t=2565027,大安區雙捷運賣50萬一坪 划算嗎??,2012-01-30 08:54,19,30,49,0.3877551020408163,0.6122448979591837
791,https://www.mobile01.com/topicdetail.php?f=454&t=1616181,大台北房市崩盤在即，法拍價崩露先機! 投資客心驚!,2010-06-22 18:26,35,94,129,0.2713178294573643,0.7286821705426356
792,https://www.mobile01.com/topicdetail.php?f=454&t=5844379,共同學區與單一學區的入學順位?,2019-07-13 10:43,1,1,2,0.5,0.5
793,https://www.mobile01.com/topicdetail.php?f=454&t=1591612,房屋漏水大概要花多少錢修?,2010-06-07 22:14,3,5,8,0.375,0.625
794,https://www.mobile01.com/topicdetail.php?f=454&t=5835329,房東換什麼東西你最喜歡,2019-07-02 16:12,4,14,18,0.2222222222222222,0.7777777777777778
795,https://www.mobile01.com/topicdetail.php?f=454&t=5795284,一降再降北投豪宅滯銷中,2019-05-17 00:03,6,11,17,0.35294117647058826,0.6470588235294118
796,https://www.mobile01.com/topicdetail.php?f=454&t=5696202,文山區建案 忠順大院II,2019-01-22 10:57,6,7,13,0.46153846153846156,0.5384615384615384
797,https://www.mobile01.com/topicdetail.php?f=454&t=5822618,現在房屋帶看小姐是不是都在充看屋數而已?,2019-06-17 17:52,5,6,11,0.45454545454545453,0.5454545454545454
798,https://www.mobile01.com/topicdetail.php?f=454&t=5781144,這戶的屋主應該要賣到反攻大陸了,2019-04-30 00:01,2,9,11,0.18181818181818182,0.8181818181818182
799,https://www.mobile01.com/topicdetail.php?f=454&t=5402672,松山車站附近的萬象大樓與景美捷運站附近的巨星廣場,2018-03-04 14:23,3,2,5,0.6,0.4
800,https://www.mobile01.com/topicdetail.php?f=454&t=5791508,有沒有萬華新碩鼎和的群組討論～,2019-05-12 22:15,7,2,9,0.7777777777777778,0.2222222222222222
801,https://www.mobile01.com/topicdetail.php?f=454&t=5800351,大家最喜歡雙北哪一區?,2019-05-23 00:24,18,22,40,0.45,0.55
802,https://www.mobile01.com/topicdetail.php?f=454&t=5303980,萬華區 川悅/埕曦河畔，尋找準住戶!,2017-11-01 11:32,2,2,4,0.5,0.5
803,https://www.mobile01.com/topicdetail.php?f=454&t=5825602,有人跟我一樣，房子喜歡西曬跟大馬路嗎？,2019-06-20 21:45,1,5,6,0.16666666666666666,0.8333333333333334
804,https://www.mobile01.com/topicdetail.php?f=454&t=5816788,柯P 北市空屋稅 今年不推了,2019-06-10 20:34,8,9,17,0.47058823529411764,0.5294117647058824
805,https://www.mobile01.com/topicdetail.php?f=454&t=5798755,請教買公寓的想法，是否可行?,2019-05-21 11:47,5,10,15,0.3333333333333333,0.6666666666666666
806,https://www.mobile01.com/topicdetail.php?f=454&t=5822027,mobile01 史上最貴開箱！,2019-06-16 23:15,1,0,1,1.0,0.0
807,https://www.mobile01.com/topicdetail.php?f=454&t=5821657,大安成德菁選集,2019-06-16 15:20,0,1,1,0.0,1.0
808,https://www.mobile01.com/topicdetail.php?f=454&t=3413318,預售屋-【士林官隱】可否購買？？,2013-06-16 19:05,43,55,98,0.4387755102040816,0.5612244897959183
809,https://www.mobile01.com/topicdetail.php?f=454&t=5820878,有人到中正區的巨流河看過嗎,2019-06-15 13:43,0,1,1,0.0,1.0
810,https://www.mobile01.com/topicdetail.php?f=454&t=5801826,達麗101,2019-05-24 14:49,6,4,10,0.6,0.4
811,https://www.mobile01.com/topicdetail.php?f=454&t=5593793,竹城 有樂町,2018-10-08 14:09,17,20,37,0.4594594594594595,0.5405405405405406
812,https://www.mobile01.com/topicdetail.php?f=454&t=5276172,撐不住了！ 高價屋重跌3成,2017-09-27 23:09,0,5,5,0.0,1.0
813,https://www.mobile01.com/topicdetail.php?f=454&t=864568,2012年北市房市報導,2008-12-09 10:35,13,30,43,0.3023255813953488,0.6976744186046512
814,https://www.mobile01.com/topicdetail.php?f=454&t=3663061,自找建商改建,2013-11-27 09:56,2,4,6,0.3333333333333333,0.6666666666666666
815,https://www.mobile01.com/topicdetail.php?f=454&t=4737318,天母只有一塊土壤液化黃區在德行東路??為什麼??,2016-03-14 15:07,4,13,17,0.23529411764705882,0.7647058823529411
816,https://www.mobile01.com/topicdetail.php?f=454&t=5804937,北投世豐是山,2019-05-28 06:01,1,2,3,0.3333333333333333,0.6666666666666666
817,https://www.mobile01.com/topicdetail.php?f=454&t=5806451,要如何圍地才不是違建？,2019-05-29 19:34,4,4,8,0.5,0.5
818,https://www.mobile01.com/topicdetail.php?f=454&t=5778962,公宅夢碎...柯文哲「空屋多有何理由再蓋公宅」,2019-04-27 00:20,33,85,118,0.2796610169491525,0.7203389830508474
819,https://www.mobile01.com/topicdetail.php?f=454&t=2829856,南港十大建設  推升房市房價發展 【圖文細說】,2012-07-07 20:50,38,65,103,0.36893203883495146,0.6310679611650486
820,https://www.mobile01.com/topicdetail.php?f=454&t=5804283,法拍「登峰大廈」買到現賺1000萬 近兩倍投報 獲利驚人!,2019-05-27 12:55,3,5,8,0.375,0.625
821,https://www.mobile01.com/topicdetail.php?f=454&t=5806328,萬華合宜住宅青年公園旁,2019-05-29 16:51,1,0,1,1.0,0.0
822,https://www.mobile01.com/topicdetail.php?f=454&t=5805337,台北市新蓋的辦公大樓，有規定要有機車停車位嗎？,2019-05-28 15:39,3,0,3,1.0,0.0
823,https://www.mobile01.com/topicdetail.php?f=454&t=5802410,謝謝各位,2019-05-25 10:30,1,4,5,0.2,0.8
824,https://www.mobile01.com/topicdetail.php?f=454&t=5776295,台北交通真的方便很多，但這裡比較潮濕，不知道台北那邊比較沒有那麼潮濕,2019-04-24 02:31,12,14,26,0.46153846153846156,0.5384615384615384
825,https://www.mobile01.com/topicdetail.php?f=454&t=5794365,「請益」台北 新舊房屋的選擇,2019-05-15 22:32,3,10,13,0.23076923076923078,0.7692307692307693
826,https://www.mobile01.com/topicdetail.php?f=454&t=5800562,銀行資金氾濫，搶食法拍市場! 內科廠辦法拍標翻天!,2019-05-23 09:46,1,0,1,1.0,0.0
827,https://www.mobile01.com/topicdetail.php?f=454&t=5606151,請問有人能分享大同區民權好合建案嗎？,2018-10-21 19:02,2,3,5,0.4,0.6
828,https://www.mobile01.com/topicdetail.php?f=454&t=2955629,六福客棧要都更了,2012-09-21 22:38,8,16,24,0.3333333333333333,0.6666666666666666
829,https://www.mobile01.com/topicdetail.php?f=454&t=5792001,租屋族有人租過小倉庫嗎？,2019-05-13 14:28,2,5,7,0.2857142857142857,0.7142857142857143
830,https://www.mobile01.com/topicdetail.php?f=454&t=5796609,蓋好建商就斷頭! 法拍『橡園喆』餘屋8戶法院倒貨,2019-05-18 18:43,1,2,3,0.3333333333333333,0.6666666666666666
831,https://www.mobile01.com/topicdetail.php?f=454&t=5795868,天母東騰藏,2019-05-17 18:37,1,0,1,1.0,0.0
832,https://www.mobile01.com/topicdetail.php?f=454&t=5532820,賞屋  中正區 博愛特區-昇陽城中,2018-08-03 21:13,3,7,10,0.3,0.7
833,https://www.mobile01.com/topicdetail.php?f=454&t=5791886,關於台北市區內的道場？,2019-05-13 12:32,1,3,4,0.25,0.75
834,https://www.mobile01.com/topicdetail.php?f=454&t=5791412,問一個外商房仲發財的招數,2019-05-12 19:49,1,6,7,0.14285714285714285,0.8571428571428571
835,https://www.mobile01.com/topicdetail.php?f=454&t=5537479,預算四千出頭，台北市該如何選擇?,2018-08-09 11:28,22,33,55,0.4,0.6
836,https://www.mobile01.com/topicdetail.php?f=454&t=5774365,請問這個格局是北投明德路哪個建案？,2019-04-22 09:11,0,5,5,0.0,1.0
837,https://www.mobile01.com/topicdetail.php?f=454&t=5308933,內湖國防醫學院附近環境如何？,2017-11-06 19:28,12,8,20,0.6,0.4
838,https://www.mobile01.com/topicdetail.php?f=454&t=5792739,台北市的汙水處理，圓形孔蓋！,2019-05-14 11:22,3,5,8,0.375,0.625
839,https://www.mobile01.com/topicdetail.php?f=454&t=5790617,室內設計,2019-05-11 15:00,2,1,3,0.6666666666666666,0.3333333333333333
840,https://www.mobile01.com/topicdetail.php?f=454&t=5789766,小禎、李進良信義區愛巢「亞歷山大」跌出百萬俱樂部,2019-05-10 14:48,0,1,1,0.0,1.0
841,https://www.mobile01.com/topicdetail.php?f=454&t=5788939,國防醫學院旁邊 改建,2019-05-09 16:36,0,1,1,0.0,1.0
842,https://www.mobile01.com/topicdetail.php?f=454&t=5787964,大同區老房,2019-05-08 14:53,2,5,7,0.2857142857142857,0.7142857142857143
843,https://www.mobile01.com/topicdetail.php?f=454&t=5787837,公館小坪數「台大學」,2019-05-08 12:12,1,2,3,0.3333333333333333,0.6666666666666666
844,https://www.mobile01.com/topicdetail.php?f=454&t=5787318,那一種住宅安全？,2019-05-07 21:44,6,8,14,0.42857142857142855,0.5714285714285714
845,https://www.mobile01.com/topicdetail.php?f=454&t=4971332,內湖五期,2016-10-30 19:15,26,28,54,0.48148148148148145,0.5185185185185185
846,https://www.mobile01.com/topicdetail.php?f=454&t=2043634,"終於,我們買房了!!",2011-03-07 02:38,46,48,94,0.48936170212765956,0.5106382978723404
847,https://www.mobile01.com/topicdetail.php?f=454&t=4447394,最近台北市看房的情況,2015-07-07 09:07,22,44,66,0.3333333333333333,0.6666666666666666
848,https://www.mobile01.com/topicdetail.php?f=454&t=5749720,內湖(東湖) 竹城有樂町有人去看過嗎,2019-03-25 13:20,4,10,14,0.2857142857142857,0.7142857142857143
849,https://www.mobile01.com/topicdetail.php?f=454&t=5716444,台北晶麒房租驚人,2019-02-18 11:02,8,11,19,0.42105263157894735,0.5789473684210527
850,https://www.mobile01.com/topicdetail.php?f=454&t=5580541,昆陽捷運站巷子預售建案 昆陽園 有人去看過嗎,2018-09-24 11:21,5,7,12,0.4166666666666667,0.5833333333333334
851,https://www.mobile01.com/topicdetail.php?f=454&t=1917299,"永慶,信義,中信,21世紀,住商,台灣,有巢氏,請問以上買方仲介費率最低的是?",2010-12-16 19:33,4,12,16,0.25,0.75
852,https://www.mobile01.com/topicdetail.php?f=454&t=5775846,危老重建 / 合建契約 / 土建融,2019-04-23 15:32,3,5,8,0.375,0.625
853,https://www.mobile01.com/topicdetail.php?f=454&t=5751153,請問台北市住三特和住三 容積率有哪裡不同,2019-03-26 21:30,0,5,5,0.0,1.0
854,https://www.mobile01.com/topicdetail.php?f=454&t=5621076,北市文山區光環盡失連明星學校旁2年賠325萬,2018-11-06 13:15,10,12,22,0.45454545454545453,0.5454545454545454
855,https://www.mobile01.com/topicdetail.php?f=454&t=5778775,[請益] 土地增值稅之自用住宅,2019-04-26 19:37,1,0,1,1.0,0.0
856,https://www.mobile01.com/topicdetail.php?f=454&t=5763662,青年一期公宅11日起招租月租最低僅3400元,2019-04-10 14:56,2,1,3,0.6666666666666666,0.3333333333333333
857,https://www.mobile01.com/topicdetail.php?f=454&t=5735606,南港又有一間新屋慘賠349萬,2019-03-10 19:45,7,10,17,0.4117647058823529,0.5882352941176471
858,https://www.mobile01.com/topicdetail.php?f=454&t=5774544,[請益］地價稅,2019-04-22 11:31,6,15,21,0.2857142857142857,0.7142857142857143
859,https://www.mobile01.com/topicdetail.php?f=454&t=5752317,北市南港輪胎世界明珠,2019-03-27 22:33,4,7,11,0.36363636363636365,0.6363636363636364
860,https://www.mobile01.com/topicdetail.php?f=454&t=5704037,台北市學區宅推薦,2019-01-31 23:26,8,28,36,0.2222222222222222,0.7777777777777778
861,https://www.mobile01.com/topicdetail.php?f=454&t=5342691,Honeywell全戶式除濕機,2017-12-14 17:47,7,5,12,0.5833333333333334,0.4166666666666667
862,https://www.mobile01.com/topicdetail.php?f=454&t=5771797,首都環狀線南北環段 國發會審議通過,2019-04-18 23:22,2,2,4,0.5,0.5
863,https://www.mobile01.com/topicdetail.php?f=454&t=5153392,內湖citylink百貨開幕準備,2017-05-17 13:03,32,40,72,0.4444444444444444,0.5555555555555556
864,https://www.mobile01.com/topicdetail.php?f=454&t=5772223,朋友拜託我買他的房子,2019-04-19 14:08,9,12,21,0.42857142857142855,0.5714285714285714
865,https://www.mobile01.com/topicdetail.php?f=454&t=5768602,德惠街 吉林路附近居住環境如何？,2019-04-16 08:59,6,6,12,0.5,0.5
866,https://www.mobile01.com/topicdetail.php?f=454&t=4089527,內湖 文新日日 如何???,2014-09-25 08:29,3,4,7,0.42857142857142855,0.5714285714285714
867,https://www.mobile01.com/topicdetail.php?f=454&t=5771444,921 花蓮地震，台北都有房子倒塌頃斜，土壤液化很嚴重可能跟台北康熙地震有關,2019-04-18 21:18,1,3,4,0.25,0.75
868,https://www.mobile01.com/topicdetail.php?f=454&t=5761370,阿曼TIT有新的成交物件了。,2019-04-08 01:29,3,4,7,0.42857142857142855,0.5714285714285714
869,https://www.mobile01.com/topicdetail.php?f=454&t=5767305,文山區發現之旅慘賠560萬,2019-04-14 20:55,4,2,6,0.6666666666666666,0.3333333333333333
870,https://www.mobile01.com/topicdetail.php?f=454&t=5766839,不錯的建商配上寶佳御用營造廠怎麼辦,2019-04-14 10:44,2,2,4,0.5,0.5
871,https://www.mobile01.com/topicdetail.php?f=454&t=5729188,"內湖南京東路六段451巷套房慘賠394萬,101年價格打83折",2019-03-03 22:35,0,3,3,0.0,1.0
872,https://www.mobile01.com/topicdetail.php?f=454&t=5554037,吐槽貼！25坪在台北也買不到OK的格局！,2018-08-26 22:01,13,26,39,0.3333333333333333,0.6666666666666666
873,https://www.mobile01.com/topicdetail.php?f=454&t=5732816,中山堂旁的昇陽榮町,2019-03-07 17:53,8,8,16,0.5,0.5
874,https://www.mobile01.com/topicdetail.php?f=454&t=5756071,已刪文,2019-04-01 16:09,7,15,22,0.3181818181818182,0.6818181818181818
875,https://www.mobile01.com/topicdetail.php?f=454&t=5752364,大同區地點選擇,2019-03-27 23:43,12,13,25,0.48,0.52
876,https://www.mobile01.com/topicdetail.php?f=454&t=713997,對房地產的怨念只會害了自己,2008-07-31 09:02,223,456,679,0.3284241531664212,0.6715758468335787
877,https://www.mobile01.com/topicdetail.php?f=454&t=5759919,〈台北都會〉台北市府研議全面課徵空屋稅 稅率將高於3.6％,2019-04-06 10:57,12,22,34,0.35294117647058826,0.6470588235294118
878,https://www.mobile01.com/topicdetail.php?f=454&t=5742101,台北市慘賠一覽表,2019-03-17 00:09,12,9,21,0.5714285714285714,0.42857142857142855
879,https://www.mobile01.com/topicdetail.php?f=454&t=5761327,使用坪數20坪，裝潢費用？,2019-04-08 00:06,3,7,10,0.3,0.7
880,https://www.mobile01.com/topicdetail.php?f=454&t=5719622,2019  西門町 房租 大漲價,2019-02-21 14:43,0,10,10,0.0,1.0
881,https://www.mobile01.com/topicdetail.php?f=454&t=5743712,買在龍山寺站旁或是唭哩岸旁站？,2019-03-18 16:13,21,18,39,0.5384615384615384,0.46153846153846156
882,https://www.mobile01.com/topicdetail.php?f=454&t=5760821,請問臺北市的東森房屋房屋仲介口碑好嗎？,2019-04-07 14:41,1,0,1,1.0,0.0
883,https://www.mobile01.com/topicdetail.php?f=454&t=5754880,北投區 奇岩站 北美市 單純想分享,2019-03-30 23:34,1,2,3,0.3333333333333333,0.6666666666666666
884,https://www.mobile01.com/topicdetail.php?f=454&t=4299853,聯開宅抗爭住戶陳小姐 根本是房仲,2015-03-10 00:39,2,5,7,0.2857142857142857,0.7142857142857143
885,https://www.mobile01.com/topicdetail.php?f=454&t=5729105,台北市中山區-中山TED,2019-03-03 20:59,4,3,7,0.5714285714285714,0.42857142857142855
886,https://www.mobile01.com/topicdetail.php?f=454&t=5536884,台北市 內湖區 竹城。有樂町,2018-08-08 16:45,4,3,7,0.5714285714285714,0.42857142857142855
887,https://www.mobile01.com/topicdetail.php?f=454&t=4315480,萬華地主也哭泣,2015-03-21 19:06,13,30,43,0.3023255813953488,0.6976744186046512
888,https://www.mobile01.com/topicdetail.php?f=454&t=5740910,神隱復興公園旁的玫瑰園,2019-03-15 17:03,4,6,10,0.4,0.6
889,https://www.mobile01.com/topicdetail.php?f=454&t=5745876,請益玫瑰園開價,2019-03-20 19:21,2,4,6,0.3333333333333333,0.6666666666666666
890,https://www.mobile01.com/topicdetail.php?f=454&t=5732568,公設比疑問,2019-03-07 13:00,0,3,3,0.0,1.0
891,https://www.mobile01.com/topicdetail.php?f=454&t=5739861,扣除公設坪數，房價多少一坪可以購入,2019-03-14 18:32,2,2,4,0.5,0.5
892,https://www.mobile01.com/topicdetail.php?f=454&t=5728409,萬華區40年的二樓老公寓合理出售價格,2019-03-03 03:17,2,5,7,0.2857142857142857,0.7142857142857143
893,https://www.mobile01.com/topicdetail.php?f=454&t=5742958,可否推薦台北市建斜屋頂統包工程公司，感激不盡,2019-03-17 23:30,0,1,1,0.0,1.0
894,https://www.mobile01.com/topicdetail.php?f=454&t=3902302,"全球最多億萬富豪城市, 台北入榜",2014-05-12 09:09,3,4,7,0.42857142857142855,0.5714285714285714
895,https://www.mobile01.com/topicdetail.php?f=454&t=5686043,"內湖路三段之""青見""(原兩年前湖森寶->幸福之森)看屋 心得",2019-01-10 16:31,9,13,22,0.4090909090909091,0.5909090909090909
896,https://www.mobile01.com/topicdetail.php?f=454&t=5740453,海外資金回臺議題(改至房地產綜合版),2019-03-15 10:00,0,1,1,0.0,1.0
897,https://www.mobile01.com/topicdetail.php?f=454&t=1227352,內湖五期（第二信義計畫區）居住環境分析：與第一信義計畫區與大直之比較,2009-09-11 18:30,20,36,56,0.35714285714285715,0.6428571428571429
898,https://www.mobile01.com/topicdetail.php?f=454&t=5723097,【商圈死亡潮1】50公尺倒一間包租公學不乖拖垮民生商圈,2019-02-25 09:05,2,9,11,0.18181818181818182,0.8181818181818182
899,https://www.mobile01.com/topicdetail.php?f=454&t=2334317,請推薦搬家公司,2011-09-05 02:39,3,4,7,0.42857142857142855,0.5714285714285714
900,https://www.myhousing.com.tw//index.php?option=com_kunena&view=topic&catid=8&id=103297&Itemid=0,遠雄的建案優缺點?,2021-01-7 17:02,0,2,2,0.0,1.0
901,https://www.myhousing.com.tw//index.php?option=com_kunena&view=topic&catid=8&id=103292&Itemid=0,Q3房價負擔能力指標，新竹竟屬「可合理負擔」？,2021-01-6 13:53,1,1,2,0.5,0.5
902,https://www.myhousing.com.tw//index.php?option=com_kunena&view=topic&catid=8&id=103283&Itemid=0=18#124108,各位大大，退休想住台北市三房，请给我建议！,2021-01-4 16:04,12,11,23,0.5217391304347826,0.4782608695652174
903,https://www.myhousing.com.tw//index.php?option=com_kunena&view=topic&catid=8&id=103286&Itemid=0,台北市 安家藏玉 建議推坑嗎,2021-01-5 11:25,1,3,4,0.25,0.75
904,https://www.myhousing.com.tw//index.php?option=com_kunena&view=topic&catid=8&id=103265&Itemid=0=6#124011,紅樹林的鄉林山海匯,2020-12-26 05:11,2,1,3,0.6666666666666666,0.3333333333333333
905,https://www.myhousing.com.tw//index.php?option=com_kunena&view=topic&catid=8&id=103270&Itemid=0,中山北路的「鐫豊」..豪宅價？,2020-12-29 13:39,1,3,4,0.25,0.75
906,https://www.myhousing.com.tw//index.php?option=com_kunena&view=topic&catid=8&id=103254&Itemid=0=6#123890,關於A10重劃區的[芳彬撰],2020-12-22 13:59,1,2,3,0.3333333333333333,0.6666666666666666
907,https://www.myhousing.com.tw//index.php?option=com_kunena&view=topic&catid=8&id=103260&Itemid=0,中山區 揚昇松韻 是不是快要開始銷售了?,2020-12-23 17:26,1,1,2,0.5,0.5
908,https://www.myhousing.com.tw//index.php?option=com_kunena&view=topic&catid=8&id=103214&Itemid=0=6#123695,八里**Hi!台北，自備你決定？,2020-12-8 08:02,4,7,11,0.36363636363636365,0.6363636363636364
909,https://www.myhousing.com.tw//index.php?option=com_kunena&view=topic&catid=8&id=103220&Itemid=0,汐止..未來樹-沐松，各位覺得如何？,2020-12-9 13:39,0,2,2,0.0,1.0
910,https://www.myhousing.com.tw//index.php?option=com_kunena&view=topic&catid=8&id=103236&Itemid=0=6#123583,南港新建案 德杰羽森 建商ok嗎,2020-12-14 17:49,1,1,2,0.5,0.5
911,https://www.myhousing.com.tw//index.php?option=com_kunena&view=topic&catid=8&id=102936&Itemid=0=6#123485,八噸黃金買豪宅，士林官邸欣翰建案！,2020-09-5 08:50,2,0,2,1.0,0.0
912,https://www.myhousing.com.tw//index.php?option=com_kunena&view=topic&catid=8&id=103207&Itemid=0=6#123416,嚇死人的貴...合環LANDMARK,2020-12-6 08:42,2,1,3,0.6666666666666666,0.3333333333333333
913,https://www.myhousing.com.tw//index.php?option=com_kunena&view=topic&catid=8&id=103020&Itemid=0=12#123334,有人看過八里的新成屋~麗寶台北新家？,2020-09-30 10:59,9,6,15,0.6,0.4
914,https://www.myhousing.com.tw//index.php?option=com_kunena&view=topic&catid=8&id=103160&Itemid=0=6#123289,知道「璞真合和」這個新建案嗎？,2020-11-22 20:34,1,1,2,0.5,0.5
915,https://www.myhousing.com.tw//index.php?option=com_kunena&view=topic&catid=8&id=103182&Itemid=0,新建案：富邦醴仁,2020-11-28 23:01,0,2,2,0.0,1.0
916,https://www.myhousing.com.tw//index.php?option=com_kunena&view=topic&catid=8&id=103148&Itemid=0,信義CASA合理行情多少?想買,2020-11-17 16:50,2,1,3,0.6666666666666666,0.3333333333333333
917,https://www.myhousing.com.tw//index.php?option=com_kunena&view=topic&catid=8&id=103150&Itemid=0,南港中坡北路-璞松綻,2020-11-18 08:39,0,3,3,0.0,1.0
918,https://www.myhousing.com.tw//index.php?option=com_kunena&view=topic&catid=8&id=103140&Itemid=0,江翠 文化風華 合理價位,2020-11-14 23:42,1,1,2,0.5,0.5
919,https://www.myhousing.com.tw//index.php?option=com_kunena&view=topic&catid=8&id=103125&Itemid=0=6#122724,士林站旁「德悅悅」推薦嗎？,2020-11-8 17:50,2,0,2,1.0,0.0
920,https://www.myhousing.com.tw//index.php?option=com_kunena&view=topic&catid=8&id=103136&Itemid=0,台電大樓 羅丹行情多少合理,2020-11-12 17:43,1,1,2,0.5,0.5
921,https://www.myhousing.com.tw//index.php?option=com_kunena&view=topic&catid=8&id=103114&Itemid=0=6#122706,台北馬偕醫院旁新建案 中山直美,2020-11-2 17:34,3,9,12,0.25,0.75
922,https://www.myhousing.com.tw//index.php?option=com_kunena&view=topic&catid=8&id=103124&Itemid=0,士林劍潭路良茂詠悦那塊 依住展都計圖看是市场用地嗎？,2020-11-8 01:16,0,2,2,0.0,1.0
923,https://www.myhousing.com.tw//index.php?option=com_kunena&view=topic&catid=8&id=101006&Itemid=0=6#122184,遠雄九五,2019-01-4 10:26,2,0,2,1.0,0.0
924,https://www.myhousing.com.tw//index.php?option=com_kunena&view=topic&catid=8&id=103014&Itemid=0=6#121952,詢問大同區新案「大橋綻」,2020-09-27 10:39,4,2,6,0.6666666666666666,0.3333333333333333
925,https://www.myhousing.com.tw//index.php?option=com_kunena&view=topic&catid=8&id=103034&Itemid=0,北大特區「BAWA」..嚇死人的貴...,2020-10-7 21:50,2,1,3,0.6666666666666666,0.3333333333333333
926,https://www.myhousing.com.tw//index.php?option=com_kunena&view=topic&catid=8&id=101454&Itemid=0=6#121734,關於我想買古亭的[阿曼學學]這個建案？,2019-05-13 10:18,2,1,3,0.6666666666666666,0.3333333333333333
927,https://www.myhousing.com.tw//index.php?option=com_kunena&view=topic&catid=8&id=102823&Itemid=0=6#121661,想了解「竹風真好QMAX」售價,2020-08-14 13:47,1,1,2,0.5,0.5
928,https://www.myhousing.com.tw//index.php?option=com_kunena&view=topic&catid=8&id=102799&Itemid=0=6#121525,八里與淡海新市鎮比較?,2020-08-10 08:30,1,4,5,0.2,0.8
929,https://www.myhousing.com.tw//index.php?option=com_kunena&view=topic&catid=8&id=102836&Itemid=0=6#121463,江翠北側「新濠一川」不二價看法,2020-08-18 18:07,1,1,2,0.5,0.5
930,https://www.myhousing.com.tw//index.php?option=com_kunena&view=topic&catid=8&id=101938&Itemid=0=6#121458,想回桃園中路重劃區買房,2019-09-25 13:20,3,3,6,0.5,0.5
931,https://www.myhousing.com.tw//index.php?option=com_kunena&view=topic&catid=8&id=102996&Itemid=0,五股洲子洋「神采飛洋」如何？,2020-09-20 13:55,1,1,2,0.5,0.5
932,https://www.myhousing.com.tw//index.php?option=com_kunena&view=topic&catid=8&id=102999&Itemid=0,關於三重新案--大亮時代5,2020-09-22 11:52,1,1,2,0.5,0.5
933,https://www.myhousing.com.tw//index.php?option=com_kunena&view=topic&catid=8&id=102988&Itemid=0,想買大同去小宅，有建議的新建案嗎？,2020-09-18 08:17,3,0,3,1.0,0.0
934,https://www.myhousing.com.tw//index.php?option=com_kunena&view=topic&catid=8&id=102964&Itemid=0,百福社區  台北馥境  合理價位?,2020-09-10 16:19,0,6,6,0.0,1.0
935,https://www.myhousing.com.tw//index.php?option=com_kunena&view=topic&catid=8&id=102971&Itemid=0,桃園的豐邑風禾如何？,2020-09-12 21:29,1,2,3,0.3333333333333333,0.6666666666666666
936,https://www.myhousing.com.tw//index.php?option=com_kunena&view=topic&catid=8&id=102963&Itemid=0,台中富宇峰景感覺不錯!,2020-09-10 07:56,1,1,2,0.5,0.5
937,https://www.myhousing.com.tw//index.php?option=com_kunena&view=topic&catid=8&id=102634&Itemid=0,士林 靜安樹語 有人去了解過嗎,2020-06-16 17:09,1,1,2,0.5,0.5
938,https://www.myhousing.com.tw//index.php?option=com_kunena&view=topic&catid=8&id=102935&Itemid=0,求928檔期優質好案推薦!!!,2020-09-4 16:48,1,1,2,0.5,0.5
939,https://www.myhousing.com.tw//index.php?option=com_kunena&view=topic&catid=8&id=102930&Itemid=0,大同區 民權好合蓋好了 有人去看過嗎,2020-09-3 17:45,1,2,3,0.3333333333333333,0.6666666666666666
940,https://www.myhousing.com.tw//index.php?option=com_kunena&view=topic&catid=8&id=102373&Itemid=0=6#120784,小坪數案量蠻大的~鴻築捷市達,2020-03-5 13:07,1,2,3,0.3333333333333333,0.6666666666666666
941,https://www.myhousing.com.tw//index.php?option=com_kunena&view=topic&catid=8&id=102893&Itemid=0,八里左岸玫瑰看了嗎,2020-08-28 07:58,0,2,2,0.0,1.0
942,https://www.myhousing.com.tw//index.php?option=com_kunena&view=topic&catid=8&id=102878&Itemid=0,請益台北中山區「東騰界」,2020-08-25 13:56,4,1,5,0.8,0.2
